employee_id,department,salary,tenure,engagement_score,attrition,last_promotion_date,working_hours_per_month,kpi_score,work_life_balance_score,overtime_hours,job_satisfaction,number_of_projects,distance_from_home,trainings_and_certifications,hire_date,engagement_trend
E0637,HR,63032.36,2.87,2.49,1,2023-06-23,154.1,44.3,3,11,3,2,27,1,2016-05-08,3.176666666666667
E0638,HR,60679.2,7.7,2.39,0,2023-08-28,147.6,10.9,1,3,4,4,43,2,2017-03-02,3.063333333333334
E0639,Sales,82295.41,1.4,4.55,0,2021-12-20,178.0,45.0,1,3,3,0,38,3,2023-10-14,3.020000000000001
E0640,TSS,80293.3,3.43,1.83,1,2020-12-05,143.5,49.0,3,10,3,1,1,3,2024-05-26,3.1433333333333344
E0641,PMO,79346.02,5.109999999999999,2.23,1,2022-05-07,196.9,14.1,2,8,3,4,29,1,2015-07-25,2.9233333333333342
E0642,Finance,77597.32,2.0,2.9,0,2021-02-23,198.7,26.8,3,9,3,0,21,0,2024-01-19,2.870000000000001
E0643,PMO,63185.64,2.5,3.76,0,2022-11-05,165.1,62.3,3,2,3,6,29,3,2025-01-24,2.320000000000001
E0644,Datazone,78086.3,3.1,2.19,0,2021-04-24,159.8,17.4,4,6,3,4,9,3,2019-05-26,2.9633333333333347
E0645,Product Engineering,106737.74,3.5,1.43,0,2025-02-04,180.6,42.1,3,2,2,6,7,3,2017-09-22,2.950000000000001
E0646,Customer Success,69407.01,2.24,2.71,1,2020-08-18,181.9,14.0,3,11,3,4,38,1,2020-03-27,2.4600000000000013
E0647,Marketing and Communications,57697.53,2.1,3.15,0,2023-03-27,143.9,23.9,3,6,4,4,31,3,2022-08-02,2.110000000000001
E0648,Business Solution,79516.57,3.8,1.79,0,2024-10-24,149.5,15.7,3,1,3,0,27,3,2015-04-23,2.4300000000000015
E0649,Sales,70533.08,2.1,3.01,0,2023-12-04,133.6,22.8,4,3,4,2,42,6,2021-04-14,2.550000000000001
E0650,Datazone,83565.6,3.3,1.76,0,2023-06-08,168.2,37.9,3,4,2,3,32,0,2019-05-17,2.650000000000001
E0651,GRCS,65374.1,2.6,3.58,0,2020-11-13,173.3,26.7,5,4,3,1,5,3,2024-12-27,2.186666666666668
E0652,Customer Success,64229.91,0.4899999999999999,1.49,1,2024-08-01,133.0,27.1,1,8,2,2,33,3,2022-05-15,2.7833333333333345
E0653,Marketing and Communications,84166.42,5.3,3.46,0,2023-03-09,150.9,14.0,5,8,2,3,15,7,2018-06-20,2.2766666666666677
E0654,Sales,86814.35,1.8,,0,2020-05-22,133.1,55.7,3,5,4,2,5,3,2016-09-26,2.843333333333335
E0655,Datazone,71512.92,5.6,3.05,0,2023-11-09,142.0,54.6,3,11,4,3,20,5,2024-03-09,
E0656,HR,53179.47,4.8,4.46,0,2024-06-14,171.0,36.5,1,9,3,1,38,1,2021-06-01,
E0657,Sales,74036.87,3.0,1.15,0,2021-03-06,145.3,67.1,3,5,3,4,37,5,2016-06-07,
E0658,Customer Success,47237.56,2.52,3.26,1,2023-12-20,154.0,39.5,1,6,4,2,17,3,2024-03-25,2.886666666666668
E0659,Customer Success,53139.6,3.9,3.21,0,2023-05-13,127.5,3.1,4,3,2,1,4,1,2024-07-15,2.9566666666666674
E0660,Sales,53361.75,2.4,3.85,0,2024-03-11,163.7,9.3,1,12,1,4,21,1,2023-11-30,2.540000000000001
E0661,Product Engineering,96795.32,2.4,4.29,0,2021-08-01,159.1,17.7,3,5,4,1,34,3,2023-12-02,3.4400000000000013
E0662,Customer Success,54609.99,3.8,2.9,0,2023-12-27,145.4,37.9,1,12,2,6,40,4,2024-09-16,3.7833333333333345
E0663,Finance,78693.79,2.6,3.03,0,2021-10-12,156.2,6.9,5,4,5,3,5,2,2015-08-18,3.6800000000000015
E0664,Datazone,71815.9,2.1,4.39,0,2024-09-20,163.6,28.3,4,5,4,3,4,7,2021-12-04,3.4066666666666676
E0665,Finance,57162.85,1.6,2.49,0,2022-07-31,143.7,41.4,1,3,3,5,22,4,2023-04-13,3.4400000000000013
E0666,HR,68050.79,3.4,3.5,0,2024-11-10,130.5,19.3,4,3,3,3,14,1,2016-01-09,3.3033333333333346
E0667,Finance,58470.0,1.8,3.47,0,2024-05-24,196.1,29.7,5,5,3,5,4,4,2021-11-11,3.460000000000001
E0668,Finance,54476.66,4.3,4.15,0,2024-03-27,147.3,34.3,3,3,2,2,8,4,2021-08-19,3.1533333333333347
E0669,HR,49676.77,4.5,1.47,0,2023-12-27,158.1,36.3,4,8,5,3,3,4,2019-08-07,3.7066666666666683
E0670,Finance,65403.62,3.6,1.47,0,2022-07-25,180.2,21.9,3,6,4,6,46,4,2015-07-23,3.0300000000000016
E0671,Product Engineering,99039.81,2.8,2.0,1,2023-01-09,200.0,44.5,1,6,2,6,29,2,2021-05-10,2.3633333333333346
E0672,Datazone,84987.34,3.6,2.88,0,2022-05-15,135.1,19.6,3,2,3,3,26,3,2016-06-06,1.6466666666666676
E0673,GRCS,49249.9,2.94,2.48,1,2021-01-07,169.0,28.2,3,10,2,3,30,2,2021-02-23,2.1166666666666676
E0674,Sales,70813.3,4.1,2.12,0,2022-08-27,145.8,25.7,3,7,1,3,12,3,2019-05-21,2.4533333333333345
E0675,Product Engineering,92236.65,3.3,1.36,0,2024-02-12,149.2,23.2,2,3,4,1,15,1,2017-01-17,2.4933333333333345
E0676,Datazone,82117.59,4.8,4.82,0,2022-05-10,145.6,30.7,4,3,4,5,41,3,2025-03-07,1.986666666666668
E0677,Sales,76202.31,2.4,,0,2024-03-26,137.5,50.9,3,8,3,3,2,0,2020-12-09,2.766666666666668
E0678,Product Engineering,112232.03,1.6,4.2,0,2025-02-16,159.2,6.0,3,5,2,4,1,1,2017-07-20,
E0679,Product Engineering,92792.27,1.6,2.14,0,2023-07-04,130.5,23.8,4,6,4,1,47,3,2016-01-14,
E0680,Business Solution,75995.57,2.2,2.92,0,2023-02-22,178.9,9.7,3,9,2,3,47,3,2021-04-11,
E0681,HR,63032.42,0.6,1.86,0,2020-07-11,161.1,6.0,3,4,4,5,28,2,2024-07-27,3.086666666666668
E0682,Finance,67778.56,2.1,3.66,1,2024-06-26,168.4,15.8,2,7,3,3,40,3,2021-01-15,2.306666666666668
E0683,Customer Success,66101.79,3.9,2.4,0,2023-01-17,150.7,54.6,4,6,4,1,35,4,2018-04-05,2.8133333333333344
E0684,Product Engineering,123005.77,4.5,1.69,0,2021-10-29,152.7,32.1,2,7,4,3,34,2,2023-03-10,2.640000000000001
E0685,GRCS,69926.53,0.5599999999999999,3.46,1,2024-06-05,165.8,20.7,2,5,4,3,4,2,2023-06-04,2.5833333333333344
E0686,Customer Success,65212.66,1.6,2.46,0,2022-02-01,136.7,16.9,5,4,5,4,18,4,2018-05-20,2.516666666666668
E0687,HR,62649.96,3.01,3.34,1,2023-04-20,152.8,34.5,1,6,5,2,12,6,2017-07-29,2.536666666666668
E0688,Business Solution,86070.81,2.4,2.99,0,2022-06-24,142.8,25.9,3,1,4,6,21,1,2016-05-10,3.086666666666668
E0689,Finance,68677.8,3.8,1.32,0,2023-03-06,142.2,21.8,2,5,5,2,10,3,2023-01-25,2.930000000000001
E0690,PMO,69126.36,1.1,4.35,0,2022-08-29,120.0,8.5,2,4,4,4,21,2,2015-11-29,2.550000000000001
E0691,Sales,55495.33,5.6,2.31,0,2022-08-19,186.8,13.7,4,1,4,2,40,2,2020-04-10,2.886666666666668
E0692,GRCS,65294.13,1.0,3.34,0,2025-01-03,146.3,50.9,4,3,2,7,25,3,2018-09-17,2.6600000000000015
E0693,HR,67261.96,3.0,3.14,0,2020-05-14,183.3,30.3,5,7,1,7,17,2,2016-01-11,3.3333333333333344
E0694,Datazone,64982.2,3.0,2.05,0,2024-09-04,181.4,13.5,4,0,4,2,6,5,2018-09-04,2.930000000000001
E0695,Customer Success,77400.26,1.3299999999999998,3.33,1,2021-11-27,134.3,33.2,1,11,3,5,14,2,2015-12-30,2.843333333333334
E0696,HR,67432.54,2.45,3.45,1,2021-01-03,138.2,43.7,2,7,4,3,37,0,2020-08-26,2.840000000000001
E0697,Customer Success,63119.24,3.6,2.1,0,2022-05-02,200.0,17.1,5,4,3,3,40,3,2020-07-22,2.9433333333333347
E0698,Finance,54412.13,3.4,2.85,0,2023-09-27,195.0,23.3,3,0,3,1,40,2,2024-01-19,2.9600000000000013
E0699,Sales,56539.63,1.9,2.79,0,2024-06-08,159.4,24.8,3,6,4,2,18,5,2022-01-21,2.800000000000001
E0700,GRCS,55045.45,1.19,2.43,1,2025-01-01,165.1,12.7,2,8,5,4,30,2,2024-07-09,2.5800000000000014
E0701,TSS,69123.81,1.47,2.37,1,2022-04-29,147.4,30.8,1,4,2,5,9,3,2023-05-03,2.6900000000000013
E0702,PMO,59362.63,1.5,2.83,0,2024-05-01,168.6,13.4,2,3,4,2,14,2,2019-08-05,2.530000000000001
E0703,Datazone,74407.74,4.9,2.97,0,2024-06-15,145.7,6.6,4,5,4,2,46,6,2015-11-27,2.543333333333335
E0704,TSS,58865.02,2.2,3.96,0,2024-02-04,120.0,13.1,5,7,3,0,46,4,2018-07-14,2.723333333333335
E0705,Product Engineering,113089.59,2.9,3.07,0,2020-06-05,133.6,29.7,1,5,3,5,17,7,2020-02-24,3.2533333333333343
E0706,PMO,75708.18,4.3,4.58,0,2021-01-27,160.4,13.5,4,5,1,2,34,0,2021-05-10,3.3333333333333344
E0707,Business Solution,74488.28,1.5,2.28,0,2022-10-14,137.4,23.9,3,6,1,2,46,3,2016-02-05,3.870000000000001
E0708,HR,56417.1,1.0,3.83,0,2022-03-02,158.7,26.5,3,3,3,4,22,1,2020-12-05,3.310000000000001
E0709,Marketing and Communications,71815.9,1.5,2.92,0,2023-09-21,138.5,8.8,5,5,2,6,32,2,2019-12-06,3.5633333333333344
E0710,Business Solution,69972.32,2.17,2.16,1,2022-05-08,144.4,69.0,2,6,2,1,12,4,2017-05-26,3.010000000000001
E0711,Customer Success,64923.68,3.0,3.37,0,2022-11-20,177.1,20.3,2,3,4,2,16,2,2021-07-17,2.970000000000001
E0712,Sales,72889.66,3.4,3.54,0,2025-03-24,164.9,42.1,2,7,3,1,22,9,2022-09-19,2.816666666666668
E0713,Sales,86301.63,1.75,2.96,1,2023-06-03,159.8,23.8,1,6,4,2,38,3,2022-02-01,3.0233333333333348
E0714,PMO,83743.4,0.21,2.82,1,2024-04-22,177.6,41.6,2,9,2,2,39,2,2022-10-06,3.2900000000000014
E0715,Product Engineering,71815.9,2.5,3.94,0,2024-12-27,169.6,37.7,1,6,4,1,2,6,2021-11-10,3.106666666666668
E0716,Business Solution,59345.37,4.6,3.67,0,2024-10-18,188.9,26.5,3,4,4,4,45,1,2021-01-18,3.2400000000000015
E0717,Product Engineering,104099.12,5.2,4.48,0,2023-03-17,150.8,6.9,1,4,3,2,8,4,2018-06-17,3.476666666666668
E0718,Datazone,64702.69,2.8,3.38,0,2023-11-25,151.4,54.9,3,3,5,2,44,3,2023-09-22,4.030000000000001
E0719,Marketing and Communications,78970.34,3.0,3.52,0,2024-12-17,134.0,13.0,1,5,4,0,1,4,2023-09-30,3.843333333333335
E0720,Product Engineering,113066.41,3.8,2.76,0,2023-02-04,151.4,8.9,4,4,4,2,41,5,2021-07-13,3.793333333333335
E0721,Finance,60532.33,5.2,2.51,0,2023-04-11,179.3,39.4,2,10,4,4,40,3,2024-02-12,3.220000000000001
E0722,TSS,66672.55,2.7,1.89,0,2024-02-21,186.0,30.1,3,8,2,3,41,6,2019-10-27,2.9300000000000015
E0723,Marketing and Communications,58384.22,3.8,3.15,0,2022-08-02,179.2,24.1,4,2,3,1,5,3,2016-09-08,2.386666666666668
E0724,Customer Success,50365.63,1.9,1.7,0,2022-11-21,124.1,16.9,4,3,2,7,45,6,2022-07-03,2.516666666666668
E0725,Business Solution,71032.35,1.1,3.91,0,2022-06-03,181.7,50.3,2,7,1,2,46,4,2016-08-16,2.2466666666666684
E0726,Datazone,86569.66,2.0,,0,2022-03-30,123.2,10.4,1,4,2,3,36,3,2022-08-10,2.9200000000000017
E0727,Business Solution,55678.79,5.8,2.28,0,2021-04-22,178.0,27.5,4,6,4,3,17,5,2018-05-09,
E0728,Finance,60550.42,2.66,1.13,1,2021-12-02,152.6,9.0,1,6,3,5,41,2,2024-07-24,
E0729,Finance,75455.45,1.2,3.63,0,2022-12-19,174.1,38.2,4,5,5,1,30,2,2020-04-12,
E0730,Finance,57840.78,3.9,3.66,0,2021-04-19,133.4,66.4,3,5,3,3,15,3,2020-09-29,2.346666666666668
E0731,Business Solution,81313.99,0.91,2.61,1,2024-11-02,183.4,34.6,2,11,3,1,20,3,2017-01-10,2.8066666666666684
E0732,Customer Success,61527.41,3.3,2.59,0,2021-11-09,130.7,13.8,3,4,3,3,36,1,2016-08-23,3.300000000000001
E0733,GRCS,68161.53,1.4,3.32,0,2021-11-29,146.6,41.8,4,1,3,3,2,3,2020-11-10,2.953333333333335
E0734,Sales,82103.14,1.2,1.21,0,2022-02-14,140.0,18.4,5,4,5,5,45,4,2020-04-24,2.8400000000000016
E0735,Product Engineering,89189.77,6.3,2.9,0,2024-05-26,124.9,16.1,1,6,4,5,4,2,2020-06-30,2.373333333333335
E0736,Sales,74837.51,2.2,4.08,0,2022-08-20,161.9,23.6,3,3,1,2,24,2,2022-11-13,2.476666666666668
E0737,Business Solution,80525.28,3.8,1.58,0,2024-09-28,196.1,6.5,1,4,5,1,48,3,2022-07-13,2.7300000000000018
E0738,Sales,65407.76,2.7,1.67,0,2022-09-09,200.0,56.4,3,10,4,2,42,4,2018-02-12,2.853333333333335
E0739,Sales,64860.14,0.91,2.2,1,2021-02-19,161.9,26.4,1,11,2,1,2,2,2022-11-01,2.4433333333333347
E0740,Sales,82302.58,2.3,2.06,0,2021-12-07,182.3,27.7,3,6,4,4,46,3,2021-04-06,1.8166666666666682
E0741,PMO,81557.69,1.4,3.71,0,2022-10-20,164.6,51.6,5,7,4,5,2,2,2022-11-21,1.9766666666666683
E0742,Marketing and Communications,54493.0,8.9,1.97,0,2022-03-20,170.0,52.5,3,0,3,5,1,4,2016-01-02,2.656666666666668
E0743,GRCS,63975.04,2.94,1.9,1,2023-05-09,153.2,17.9,2,8,4,0,13,3,2021-04-12,2.5800000000000014
E0744,Finance,68554.43,2.7,,0,2021-10-22,163.9,28.4,4,2,2,5,6,6,2022-09-06,2.526666666666668
E0745,Product Engineering,100863.25,3.7,3.09,0,2022-11-08,170.7,14.3,2,3,3,1,22,3,2019-12-15,
E0746,Sales,77229.59,4.0,2.12,0,2020-05-26,148.4,46.2,2,13,1,2,17,1,2016-04-04,
E0747,GRCS,88394.47,4.0,3.22,0,2024-10-28,158.5,55.2,3,5,5,2,49,2,2016-07-23,
E0748,Product Engineering,73939.86,3.9,2.04,0,2021-05-11,158.8,5.8,2,2,4,0,22,4,2022-03-12,2.810000000000001
E0749,Customer Success,84483.49,3.8,,0,2022-08-13,176.5,57.0,3,6,2,3,43,5,2021-06-18,2.4600000000000013
E0750,Datazone,81669.15,2.8,1.85,0,2020-09-01,138.7,11.3,3,6,3,1,6,4,2024-01-05,
E0751,Product Engineering,80806.78,6.1,4.13,0,2020-09-29,159.0,19.5,5,4,2,4,3,3,2018-01-02,
E0752,Customer Success,66232.95,2.9,,0,2024-12-27,198.2,8.6,3,8,4,3,46,2,2015-10-24,
E0753,PMO,62196.88,1.96,1.94,1,2022-10-07,183.3,33.3,1,12,2,3,6,2,2017-09-17,
E0754,Datazone,83993.02,3.0,4.58,0,2021-05-10,187.0,11.7,5,9,4,5,17,7,2022-09-26,
E0755,Business Solution,86148.11,2.17,1.92,1,2024-06-16,160.5,21.7,2,6,5,3,35,0,2015-11-16,
E0756,Customer Success,57709.07,0.8,2.75,0,2021-02-25,166.4,21.2,2,3,4,4,49,4,2017-06-06,2.8133333333333344
E0757,GRCS,79023.86,1.5,2.22,0,2020-05-21,180.0,4.4,3,6,3,1,37,5,2016-06-04,3.0833333333333344
E0758,Product Engineering,91414.2,2.5,1.88,0,2025-03-01,191.2,33.9,3,7,3,1,47,5,2019-04-19,2.296666666666668
E0759,Business Solution,65936.11,0.8,1.83,0,2022-09-13,121.0,3.0,3,5,3,4,35,4,2021-07-07,2.2833333333333345
E0760,Finance,60772.84,2.7,4.64,0,2024-04-10,133.7,19.9,3,4,4,2,23,0,2021-06-11,1.9766666666666677
E0761,PMO,71501.25,3.1,3.16,0,2024-05-09,186.2,40.6,4,6,4,3,8,2,2021-10-17,2.7833333333333345
E0762,HR,58285.28,1.1,2.36,0,2024-01-11,154.5,43.1,3,5,3,1,7,3,2024-12-06,3.210000000000001
E0763,Marketing and Communications,71815.9,1.8,,0,2023-03-07,146.6,20.2,3,5,3,3,10,3,2015-11-01,3.386666666666668
E0764,TSS,56133.5,5.4,2.88,0,2021-11-06,134.9,10.9,5,1,4,4,26,8,2017-11-22,
E0765,GRCS,59050.62,3.7,4.15,0,2020-09-19,148.9,31.2,1,6,2,2,10,3,2022-12-08,
E0766,Business Solution,61167.08,3.6,1.77,0,2022-06-06,132.0,34.4,3,4,3,4,19,1,2021-08-05,
E0767,Product Engineering,75698.91,5.0,,0,2024-05-06,200.0,38.7,4,4,4,9,23,1,2021-08-11,2.933333333333335
E0768,PMO,55016.25,1.5,2.79,0,2021-04-02,159.6,25.1,2,2,2,4,31,1,2022-11-01,
E0769,Business Solution,102072.33,1.1,3.85,0,2020-11-02,158.8,42.1,3,5,4,2,33,2,2016-08-03,
E0770,Datazone,88394.11,4.6,1.53,0,2023-09-09,171.8,21.1,2,4,4,5,2,4,2025-01-17,
E0771,Business Solution,77079.98,2.5,3.56,0,2024-06-18,179.2,20.8,4,9,4,0,28,1,2017-08-16,2.723333333333335
E0772,Datazone,95483.57,1.5,4.59,0,2020-11-29,178.9,20.8,3,4,1,2,32,4,2024-04-15,2.9800000000000018
E0773,Sales,84612.07,0.8,1.29,0,2025-03-10,181.5,31.2,3,0,2,2,33,4,2021-07-11,3.2266666666666683
E0774,Business Solution,86187.78,3.0,4.25,0,2020-09-26,147.4,24.2,3,11,3,4,9,3,2022-01-20,3.1466666666666683
E0775,Datazone,84189.34,2.4,4.72,0,2021-07-28,154.0,52.2,2,8,3,1,29,2,2020-08-18,3.3766666666666683
E0776,Finance,66045.76,2.1,2.84,0,2021-07-20,175.4,49.7,2,7,5,3,15,2,2020-01-09,3.4200000000000017
E0777,Marketing and Communications,72733.1,0.4,4.32,0,2025-01-25,149.5,28.4,3,6,4,7,18,4,2019-07-13,3.9366666666666688
E0778,Marketing and Communications,56313.61,6.0,4.09,0,2022-11-12,159.9,5.7,3,3,3,1,18,5,2017-03-18,3.9600000000000013
E0779,Customer Success,66926.79,1.0,3.17,0,2021-01-02,168.0,55.9,3,5,5,3,7,3,2015-09-22,3.7500000000000013
E0780,Marketing and Communications,48322.76,2.3,3.88,0,2022-05-24,175.7,37.8,3,6,4,3,14,2,2018-06-13,3.8600000000000017
E0781,GRCS,61338.32,2.0,1.6,0,2021-04-16,124.4,7.8,3,3,3,3,29,3,2023-10-09,3.7133333333333347
E0782,HR,57702.36,3.7,2.29,0,2025-01-10,174.3,40.8,3,5,3,1,19,3,2024-02-03,2.8833333333333346
E0783,PMO,86734.9,0.8,3.63,0,2023-10-28,155.3,5.9,3,8,2,1,5,2,2021-11-12,2.5900000000000016
E0784,Finance,71815.9,3.5,1.51,0,2022-03-15,174.1,7.4,2,6,5,2,41,2,2024-11-02,2.506666666666668
E0785,Product Engineering,95786.51,2.1,1.81,1,2024-09-22,175.5,22.6,2,9,3,7,45,8,2017-04-14,2.4766666666666683
E0786,Customer Success,72846.37,1.7,2.27,0,2023-07-08,192.2,80.0,4,4,4,5,5,5,2019-09-26,2.3166666666666678
E0787,Sales,88545.0,3.4,3.67,0,2024-02-11,187.1,13.6,2,3,3,5,15,5,2019-09-17,1.863333333333335
E0788,Sales,69892.11,1.89,3.03,1,2024-01-18,186.9,54.9,2,10,4,2,26,3,2022-11-16,2.5833333333333353
E0789,Product Engineering,104267.94,6.8,3.84,0,2022-10-23,188.9,41.5,3,1,2,8,24,2,2018-12-07,2.9900000000000015
E0790,Finance,55363.78,1.68,,1,2023-12-06,165.8,13.6,2,7,5,5,19,2,2020-02-21,3.513333333333335
E0791,Customer Success,67704.16,1.4,2.53,0,2022-11-17,160.6,31.6,3,6,5,4,20,7,2023-08-22,
E0792,GRCS,79356.01,3.5,2.81,0,2025-02-12,177.5,57.0,1,5,3,3,43,3,2018-09-08,
E0793,Customer Success,70858.45,2.2,4.72,0,2020-10-17,174.6,36.2,4,5,4,5,9,2,2017-05-15,
E0794,TSS,71546.9,2.7,3.25,0,2021-02-15,153.8,8.6,1,5,4,2,28,2,2017-08-04,3.353333333333335
E0795,Product Engineering,81948.23,0.77,2.72,1,2022-01-18,168.1,5.5,3,7,5,4,16,3,2016-07-17,3.593333333333335
E0796,Product Engineering,75897.59,2.66,2.18,1,2022-01-28,159.3,43.4,3,8,3,0,11,0,2022-12-21,3.563333333333335
E0797,GRCS,81549.55,2.0,4.24,0,2022-07-14,142.9,16.1,3,5,3,2,34,4,2018-03-21,2.7166666666666686
E0798,Marketing and Communications,77865.07,3.1,3.66,0,2020-12-21,185.8,24.3,2,5,4,3,25,1,2022-11-08,3.046666666666668
E0799,Product Engineering,72501.14,5.46,2.34,1,2021-08-13,161.1,18.2,2,10,4,7,40,4,2016-10-10,3.3600000000000017
E0800,Marketing and Communications,60966.37,2.3,3.63,0,2022-04-28,200.0,20.8,4,3,3,5,21,2,2020-09-19,3.4133333333333353
E0801,Finance,41408.09,4.1,3.38,0,2021-10-05,127.5,20.3,4,5,4,5,5,6,2021-03-11,3.2100000000000013
E0802,Customer Success,72065.56,1.68,3.32,1,2024-12-22,148.9,14.0,2,5,1,3,11,2,2016-05-21,3.1166666666666685
E0803,Customer Success,64481.84,1.19,3.08,1,2020-12-02,160.7,37.0,2,5,4,1,43,2,2024-08-21,3.4433333333333347
E0804,Sales,79951.34,5.5,2.14,0,2021-08-12,182.7,41.6,5,7,3,2,9,5,2024-07-03,3.2600000000000016
E0805,Marketing and Communications,76190.97,0.6,3.74,0,2020-04-21,168.0,14.9,3,4,3,2,11,5,2020-03-22,2.846666666666668
E0806,Product Engineering,112276.86,3.29,1.96,1,2023-10-04,166.2,15.9,2,6,3,5,37,1,2020-05-20,2.986666666666668
E0807,Product Engineering,70175.6,0.6,2.83,0,2024-02-11,137.5,48.2,3,2,3,1,41,5,2017-12-17,2.6133333333333346
E0808,Sales,81436.64,4.4,3.99,0,2024-04-11,136.9,14.0,3,6,3,3,1,5,2018-03-30,2.843333333333335
E0809,Datazone,89566.68,2.7,3.19,0,2022-10-04,166.5,35.6,5,3,3,2,26,7,2021-06-07,2.926666666666668
E0810,Product Engineering,99215.08,0.98,2.1,1,2020-07-23,132.7,51.8,2,9,3,2,10,1,2023-12-09,3.3366666666666682
E0811,Business Solution,79555.06,2.1,2.1,0,2022-04-02,149.4,10.7,2,7,2,3,40,5,2019-02-05,3.093333333333335
E0812,Datazone,104374.36,4.0,,0,2022-09-25,170.0,16.3,2,8,4,5,19,3,2017-05-07,2.4633333333333347
E0813,Product Engineering,113608.85,7.4,2.36,0,2022-09-08,140.4,17.5,3,6,3,3,16,1,2018-09-13,
E0814,Product Engineering,81063.91,0.8,3.01,0,2024-02-22,192.1,22.0,1,7,3,1,45,2,2017-08-23,
E0815,GRCS,65552.28,1.0499999999999998,3.37,1,2020-11-20,184.5,28.7,2,6,4,3,37,3,2019-04-24,
E0816,Customer Success,66109.58,0.7,1.49,1,2022-04-08,128.6,17.7,2,9,5,1,41,4,2023-09-08,2.9133333333333344
E0817,Sales,67154.12,2.4,2.42,0,2022-07-13,141.4,33.5,4,2,4,3,4,1,2015-09-24,2.623333333333335
E0818,TSS,66635.17,4.5,4.18,0,2021-12-18,120.0,37.8,3,5,1,2,14,4,2021-06-03,2.426666666666668
E0819,PMO,72206.17,0.9,2.44,0,2023-11-24,144.3,77.6,5,3,4,5,30,2,2024-09-15,2.6966666666666677
E0820,Business Solution,86715.84,2.6,2.03,0,2021-04-04,175.3,48.5,2,7,5,4,7,3,2025-01-07,3.013333333333334
E0821,TSS,69085.06,3.08,2.03,1,2024-11-29,151.7,36.0,2,7,3,5,12,0,2021-07-23,2.883333333333334
E0822,PMO,71815.9,2.0,4.0,0,2022-03-12,169.2,25.6,1,7,5,1,24,2,2023-03-27,2.166666666666668
E0823,Sales,67743.69,3.0,3.03,0,2021-07-19,129.6,22.2,4,9,3,1,39,6,2024-08-31,2.686666666666668
E0824,GRCS,64022.55,5.2,2.31,0,2022-07-17,176.0,46.1,5,6,3,1,43,5,2017-06-28,3.020000000000001
E0825,Product Engineering,82973.54,1.3,3.48,0,2021-06-28,148.9,20.6,4,5,3,2,22,5,2016-09-30,3.1133333333333346
E0826,PMO,74150.81,0.7,4.22,0,2020-11-20,160.2,21.0,3,7,4,2,47,4,2016-05-26,2.9400000000000013
E0827,PMO,65237.93,3.2,2.8,0,2020-10-15,158.1,14.1,3,1,3,1,30,1,2020-07-17,3.3366666666666682
E0828,Marketing and Communications,74755.07,3.3,2.13,0,2021-09-10,134.6,22.1,4,3,2,1,39,3,2022-01-21,3.5000000000000013
E0829,Sales,83130.98,1.9,3.51,0,2022-11-24,136.9,12.0,5,3,1,4,20,2,2023-06-05,3.0500000000000007
E0830,Finance,54344.85,1.7,2.75,0,2025-02-14,179.4,26.3,5,11,3,6,26,2,2024-03-23,2.813333333333335
E0831,Sales,75019.51,1.89,1.76,1,2022-09-26,168.0,21.1,2,6,3,3,49,2,2022-04-09,2.796666666666668
E0832,Datazone,93888.59,1.3,2.17,0,2024-01-07,181.0,27.9,5,2,3,1,5,3,2022-04-01,2.673333333333335
E0833,Finance,72256.64,0.91,,1,2021-05-04,166.5,25.8,2,7,3,6,40,0,2025-01-23,2.226666666666668
E0834,Sales,65180.07,3.9,3.62,0,2024-04-08,162.9,38.1,2,7,5,2,42,4,2016-07-15,
E0835,Sales,65784.79,1.2,3.13,0,2022-11-13,125.5,27.4,1,2,3,3,6,10,2017-05-31,
E0836,Product Engineering,71815.9,0.7,4.32,0,2023-09-15,154.6,33.6,2,5,3,7,34,3,2020-09-03,
E0837,Sales,60556.9,1.7,4.06,0,2022-08-06,159.5,33.8,4,2,2,3,5,2,2016-07-17,3.6900000000000013
E0838,Customer Success,57346.51,2.0,2.09,0,2024-07-15,199.1,30.8,4,1,3,5,10,5,2022-12-09,3.8366666666666682
E0839,Customer Success,57240.47,3.5,1.9,0,2024-11-15,173.7,32.3,4,6,1,4,28,4,2023-03-17,3.490000000000002
E0840,TSS,55702.33,1.8,1.94,0,2024-06-25,190.7,22.5,3,4,3,4,3,2,2024-01-31,2.683333333333335
E0841,Customer Success,62239.31,3.99,2.05,1,2024-01-03,172.0,54.7,1,9,4,4,13,5,2021-02-21,1.9766666666666681
E0842,Finance,55785.44,2.8,3.94,0,2020-12-18,145.8,31.4,4,7,2,6,48,9,2017-06-19,1.9633333333333347
E0843,Product Engineering,98429.56,1.6,4.65,0,2020-08-14,162.3,6.5,3,6,3,3,47,0,2024-08-29,2.643333333333335
E0844,Datazone,84684.19,3.4,3.3,0,2023-12-16,164.7,13.1,4,6,1,3,2,2,2018-05-18,3.546666666666668
E0845,Sales,70969.63,5.7,2.18,0,2023-01-09,141.2,31.2,3,6,4,4,35,2,2017-06-23,3.9633333333333347
E0846,Datazone,83927.9,3.9,3.7,0,2022-05-30,152.3,23.3,3,7,4,7,47,2,2022-08-23,3.3766666666666683
E0847,Product Engineering,87897.56,0.63,2.99,1,2020-07-02,155.9,27.3,2,6,2,2,28,9,2023-11-02,3.060000000000002
